customer_id,name,lat,lng,address,dwelling_type,current_item,drop_location_text,photo_filename,preferred_time_slot,depot_id,is_active
C0141,山口 友美,34.99194,135.809118,京都市山科区音羽前出町1丁目13-11,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0142,松田 雅人,34.95585,135.762528,京都市伏見区深草キトロ町1丁目32-10,戸建て,食番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0143,林 直樹,34.952574,135.81094,京都市伏見区石田森南町4丁目11-10 パセオ203号,集合住宅,Lovyu 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0144,中川 翔太,34.957423,135.77054,京都市伏見区深草西浦町4丁目6-6,戸建て,食番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0145,松田 大輔,34.990927,135.815171,京都市山科区音羽役所前3丁目32-14,戸建て,Lovyu 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0146,福田 友美,34.960838,135.766578,京都市伏見区竹田真幡木町3丁目12-7,戸建て,食番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0147,中村 明美,34.987923,135.80932,京都市山科区竹鼻地蔵寺南町1丁目14-15,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0148,村上 直人,34.949737,135.771527,京都市伏見区深草直違橋1丁目11-1,戸建て,定番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0149,中島 直樹,34.987605,135.808827,京都市山科区音羽前出町3丁目23-11,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0150,中島 明美,34.987105,135.808572,京都市山科区音羽役所前3丁目3-18 ライオンズマンション407号,集合住宅,定番 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0151,太田 明美,34.952765,135.808097,京都市伏見区小栗栖中山田町1丁目22-2,戸建て,キットde楽! 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0152,山崎 真由美,34.95585,135.76784,京都市伏見区深草キトロ町2丁目29-15,戸建て,食番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0153,近藤 誠,34.986278,135.816271,京都市山科区竹鼻地蔵寺南町2丁目4-7,戸建て,プチママ 3人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0154,松本 恵美,34.97418,135.81765,京都市山科区東野中井手町3丁目2-7,戸建て,ベジミール,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0155,中島 次郎,34.991786,135.815993,京都市山科区音羽中堀町1丁目14-12,戸建て,Lovyu 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0156,加藤 雅人,34.989308,135.819574,京都市山科区音羽前出町3丁目1-16,戸建て,キットde楽! 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0157,加藤 友美,34.990387,135.809063,京都市山科区竹鼻西ノ口町3丁目5-18,戸建て,Lovyu 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0158,中島 剛,34.974812,135.815338,京都市山科区西野今屋敷町2丁目5-15,戸建て,ベジミール,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0159,前田 和也,34.969231,135.812992,京都市山科区椥辻平田町2丁目15-1,戸建て,Lovyu 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0160,木村 花子,34.989846,135.811631,京都市山科区音羽中堀町2丁目9-6,戸建て,Lovyu 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0161,福田 香織,34.938085,135.800634,宇治市六地蔵町並4丁目22-18,戸建て,定番 3人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0162,橋本 久美子,34.97566,135.807662,京都市山科区西野楳本町2丁目7-14 ライオンズマンション605号,集合住宅,キットde楽! 2人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0163,井上 達也,34.948458,135.765797,京都市伏見区深草直違橋3丁目10-11,戸建て,定番 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0164,中川 花子,34.987656,135.810852,京都市山科区竹鼻堂ノ前町2丁目31-11,戸建て,定番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0165,渡辺 健一,34.991365,135.813809,京都市山科区音羽役所前1丁目19-2,戸建て,キットde楽! 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0166,岡田 拓也,34.96296,135.762752,京都市伏見区墨染町1丁目12-3,戸建て,食番 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0167,高橋 裕子,34.937667,135.802542,宇治市木幡御蔵山平野部4丁目6-2,戸建て,食番 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0168,山崎 拓也,34.95585,135.759283,京都市伏見区深草キトロ町4丁目26-8 グランドメゾン508号,集合住宅,定番 3人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0169,山本 修,34.986841,135.810975,京都市山科区竹鼻地蔵寺南町4丁目28-5 エクセレンス602号,集合住宅,定番 3人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0170,青木 美咲,34.961165,135.809618,京都市伏見区石田大受町3丁目8-14 エクセレンス604号,集合住宅,キットde楽! 2人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0171,池田 健一,34.980949,135.811668,京都市山科区西野今屋敷町1丁目26-14 エクセレンス101号,集合住宅,Lovyu 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0172,坂本 俊介,34.988932,135.808676,京都市山科区音羽役所前3丁目32-12 エクセレンス606号,集合住宅,プチママ 3人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0173,中村 俊介,34.977094,135.81039,京都市山科区西野今屋敷町4丁目20-5 パセオ406号,集合住宅,Cut Meal 2人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0174,後藤 恵美,34.969409,135.817667,京都市山科区椥辻草海道町1丁目5-17,戸建て,プチママ 3人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0175,井上 太郎,34.951432,135.817138,京都市伏見区石田大受町4丁目1-14,戸建て,定番 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0176,藤田 友美,34.978141,135.816836,京都市山科区椥辻草海道町4丁目28-18,戸建て,キットde楽! 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0177,斉藤 達也,34.961415,135.808275,京都市伏見区醍醐高畑町3丁目15-1 エクセレンス104号,集合住宅,定番 3人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0178,中川 幸子,34.986997,135.818316,京都市山科区音羽平林町4丁目4-2,戸建て,定番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0179,山口 幸子,34.975471,135.816556,京都市山科区椥辻中在家町4丁目6-5,戸建て,定番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0180,山本 幸子,34.955969,135.815912,京都市伏見区小栗栖森本町4丁目16-14 ベルメゾン204号,集合住宅,プチママ 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0181,西村 麻衣,34.955575,135.816263,京都市伏見区石田大受町3丁目15-15 パセオ402号,集合住宅,定番 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0182,井上 麻衣,34.95857,135.816869,京都市山科区小野葛籠尻町1丁目17-17 ファミール601号,集合住宅,Cut Meal 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0183,森 雅人,34.974445,135.81331,京都市山科区椥辻草海道町3丁目6-14,戸建て,プチママ 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0184,石川 久美子,34.956098,135.814614,京都市伏見区小栗栖森本町1丁目4-16 ファミール102号,集合住宅,Cut Meal 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0185,後藤 翔太,34.984671,135.807999,京都市山科区西野今屋敷町1丁目19-16 ベルメゾン604号,集合住宅,キットde楽! 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0186,高橋 次郎,34.977239,135.812257,京都市山科区椥辻中在家町3丁目11-14,戸建て,定番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0187,吉田 翔太,34.946206,135.81342,京都市伏見区石田森南町4丁目28-4,戸建て,ベジミール,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0188,橋本 香織,34.943093,135.816148,京都市伏見区小栗栖森本町3丁目16-6 エクセレンス603号,集合住宅,ベジミール,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0189,山本 優子,34.987791,135.817282,京都市山科区竹鼻竹ノ街道町2丁目21-4 エクセレンス605号,集合住宅,Cut Meal 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0190,橋本 修,34.936936,135.809898,宇治市六地蔵奈良町3丁目8-5 パセオ208号,集合住宅,ベジミール,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0191,斎藤 直樹,34.988254,135.813408,京都市山科区音羽中堀町1丁目12-14,戸建て,食番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0192,三浦 美咲,34.960219,135.811417,京都市伏見区小栗栖中山田町2丁目8-2,戸建て,キットde楽! 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0193,林 幸子,34.952975,135.760507,京都市伏見区深草直違橋1丁目5-10,戸建て,ベジミール,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0194,山口 香織,34.954591,135.812544,京都市山科区小野葛籠尻町2丁目27-10,戸建て,定番 3人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0195,長谷川 花子,34.969207,135.812044,京都市山科区椥辻草海道町1丁目27-17,戸建て,キットde楽! 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0196,森 真由美,34.953981,135.808498,京都市伏見区石田森南町4丁目21-5,戸建て,定番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0197,山口 明美,34.98935,135.818733,京都市山科区竹鼻竹ノ街道町2丁目19-9 ファミール405号,集合住宅,Lovyu 2人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0198,金子 真由美,34.975885,135.807451,京都市山科区東野中井手町3丁目4-14 ベルメゾン106号,集合住宅,食番 2人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0199,松田 美咲,34.969797,135.816786,京都市山科区東野百拍子町3丁目19-12,戸建て,食番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0200,小川 真由美,34.974318,135.816504,京都市山科区西野楳本町2丁目7-15 ライオンズマンション608号,集合住宅,定番 3人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0201,太田 裕子,34.942961,135.812063,京都市伏見区醍醐川久保町1丁目19-11,戸建て,食番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0202,佐々木 陽子,34.988259,135.809245,京都市山科区音羽役所前2丁目25-4,戸建て,プチママ 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0203,岡本 花子,34.972037,135.815068,京都市山科区東野百拍子町3丁目16-10,戸建て,キットde楽! 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0204,前田 恵美,34.990315,135.819356,京都市山科区竹鼻地蔵寺南町1丁目26-3,戸建て,プチママ 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0205,鈴木 裕子,34.929173,135.809751,宇治市木幡東中2丁目10-1,戸建て,食番 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0206,岡本 直人,34.963469,135.813305,京都市伏見区醍醐高畑町3丁目8-4,戸建て,食番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0207,高橋 修,34.971849,135.815803,京都市山科区大宅細田町3丁目10-11,戸建て,Lovyu 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0208,池田 美咲,34.988283,135.812227,京都市山科区竹鼻堂ノ前町2丁目8-14,戸建て,プチママ 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0209,近藤 花子,34.97707,135.816987,京都市山科区西野今屋敷町4丁目17-10,戸建て,プチママ 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0210,山下 剛,34.988203,135.809514,京都市山科区竹鼻竹ノ街道町3丁目24-8,戸建て,プチママ 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0211,金子 直人,34.928098,135.808308,宇治市木幡東中1丁目30-16,戸建て,定番 3人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0212,石井 友美,34.986117,135.814332,京都市山科区音羽前出町3丁目18-18,戸建て,Cut Meal 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0213,中村 友美,34.97683,135.813198,京都市山科区大宅細田町2丁目17-14,戸建て,ベジミール,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0214,遠藤 直樹,34.970311,135.815177,京都市山科区椥辻中在家町1丁目14-5,戸建て,食番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0215,池田 陽子,34.977255,135.814764,京都市山科区東野中井手町1丁目23-5,戸建て,プチママ 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0216,三浦 剛,34.975645,135.8156,京都市山科区西野楳本町4丁目28-2 エクセレンス601号,集合住宅,Lovyu 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0217,橋本 優子,34.952503,135.812103,京都市山科区小野西浦1丁目21-7,戸建て,キットde楽! 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0218,金子 美咲,34.98458,135.812584,京都市山科区勧修寺東栗栖野町2丁目7-3,戸建て,Lovyu 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0219,橋本 修,34.939158,135.799723,宇治市木幡御蔵山平野部4丁目22-14 ライオンズマンション104号,集合住宅,プチママ 3人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0220,吉田 久美子,34.986208,135.812056,京都市山科区竹鼻堂ノ前町2丁目5-3,戸建て,プチママ 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0221,高橋 太郎,34.987394,135.81865,京都市山科区音羽役所前2丁目30-6,戸建て,ベジミール,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0222,田中 友美,34.970453,135.811654,京都市山科区椥辻平田町4丁目32-17,戸建て,食番 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0223,山本 太郎,34.990483,135.810245,京都市山科区音羽役所前2丁目12-9,戸建て,定番 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0224,岡田 久美子,34.938094,135.807005,宇治市木幡南端4丁目21-3,戸建て,Lovyu 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0225,坂本 次郎,34.990974,135.8124,京都市山科区竹鼻堂ノ前町3丁目16-3,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0226,三浦 明美,34.981727,135.809506,京都市山科区東野百拍子町4丁目22-16,戸建て,定番 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0227,木村 恵美,34.956757,135.813924,京都市伏見区醍醐川久保町4丁目21-11,戸建て,ベジミール,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0228,後藤 浩,34.94678,135.812925,京都市山科区小野葛籠尻町1丁目29-6,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0229,伊藤 剛,34.964308,135.767706,京都市伏見区深草西浦町3丁目9-1,戸建て,定番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0230,岡本 次郎,34.991491,135.818489,京都市山科区音羽中堀町2丁目21-14,戸建て,ベジミール,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0231,松田 和也,34.931147,135.805357,宇治市木幡南端3丁目23-1,戸建て,プチママ 3人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0232,山本 修,34.930127,135.803267,宇治市木幡南端1丁目31-18,戸建て,Lovyu 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0233,近藤 智子,34.975397,135.807229,京都市山科区大宅神納町1丁目23-7,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0234,伊藤 幸子,34.986263,135.815718,京都市山科区音羽役所前1丁目24-1,戸建て,Cut Meal 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0235,佐々木 和也,34.990143,135.811707,京都市山科区音羽平林町1丁目17-2,戸建て,プチママ 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0236,山下 真由美,34.968562,135.813301,京都市山科区西野今屋敷町4丁目2-11,戸建て,プチママ 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0237,佐々木 誠,34.979973,135.806833,京都市山科区椥辻中在家町2丁目1-16,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0238,田中 恵美,34.968313,135.818147,京都市山科区椥辻平田町4丁目22-15 ベルメゾン101号,集合住宅,プチママ 3人用,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0239,清水 達也,34.936439,135.801409,宇治市木幡南端1丁目21-4,戸建て,キットde楽! 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0240,田中 幸子,34.986232,135.817388,京都市山科区音羽中堀町3丁目30-7,戸建て,プチママ 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0241,石川 浩,34.979252,135.814358,京都市山科区椥辻平田町1丁目4-14 エクセレンス507号,集合住宅,プチママ 3人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0242,山崎 俊介,34.959265,135.810535,京都市伏見区石田森南町2丁目7-9,戸建て,定番 3人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0243,福田 幸子,34.973171,135.809673,京都市山科区椥辻草海道町1丁目16-14,戸建て,食番 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0244,林 麻衣,34.970074,135.813396,京都市山科区椥辻平田町3丁目27-6 エクセレンス302号,集合住宅,プチママ 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0245,山本 久美子,34.97837,135.811781,京都市山科区大宅細田町1丁目19-3,戸建て,ベジミール,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0246,福田 拓也,34.983761,135.806142,京都市山科区椥辻平田町2丁目14-8 ライオンズマンション202号,集合住宅,ベジミール,管理人室預け,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0247,池田 達也,34.950896,135.817367,京都市伏見区石田森南町3丁目13-18,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0248,小川 拓也,34.989994,135.81761,京都市山科区竹鼻竹ノ街道町1丁目18-17,戸建て,プチママ 3人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0249,小林 次郎,34.950646,135.815003,京都市伏見区小栗栖森本町2丁目21-11,戸建て,プチママ 3人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0250,斎藤 智子,34.934309,135.809136,宇治市木幡内畑4丁目26-15 ベルメゾン407号,集合住宅,定番 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0251,林 雅人,34.946779,135.808447,京都市伏見区小栗栖森本町1丁目27-9,戸建て,Cut Meal 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0252,坂本 明美,34.968692,135.817158,京都市山科区椥辻平田町4丁目28-8,戸建て,食番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0253,後藤 誠,34.936619,135.80327,宇治市六地蔵町並4丁目16-15,戸建て,Cut Meal 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0254,橋本 拓也,34.947902,135.768216,京都市伏見区墨染町3丁目13-15,戸建て,Cut Meal 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0255,池田 浩,34.972847,135.818941,京都市山科区東野百拍子町3丁目1-11 ライオンズマンション602号,集合住宅,プチママ 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0256,佐々木 裕子,34.970715,135.813403,京都市山科区椥辻草海道町4丁目20-14,戸建て,定番 3人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0257,中島 香織,34.932598,135.804681,宇治市木幡南端4丁目7-7,戸建て,定番 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0258,山田 恵美,34.953072,135.809361,京都市伏見区醍醐多羅尾町3丁目19-5,戸建て,プチママ 3人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0259,鈴木 明美,34.952907,135.810699,京都市伏見区小栗栖中山田町1丁目12-13 ファミール101号,集合住宅,Lovyu 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0260,金子 次郎,34.9919,135.811416,京都市山科区音羽平林町2丁目2-6 エクセレンス508号,集合住宅,定番 2人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0261,伊藤 真由美,34.973453,135.809214,京都市山科区大宅御所田町4丁目19-5,戸建て,定番 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0262,中川 裕子,34.990849,135.808635,京都市山科区音羽前出町1丁目7-4,戸建て,Cut Meal 2人用,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0263,佐藤 誠,34.982898,135.807827,京都市山科区勧修寺平田町1丁目14-13,戸建て,プチママ 3人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0264,斎藤 陽子,34.971944,135.816614,京都市山科区大宅御所田町4丁目10-6,戸建て,プチママ 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0265,近藤 俊介,34.98374,135.811267,京都市山科区勧修寺東栗栖野町2丁目2-16,戸建て,定番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0266,前田 麻衣,34.954819,135.76484,京都市伏見区深草加賀屋敷町2丁目25-15,戸建て,プチママ 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0267,長谷川 俊介,34.981114,135.81745,京都市山科区大宅細田町1丁目9-5 ライオンズマンション607号,集合住宅,Cut Meal 2人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0268,山本 和也,34.958569,135.758078,京都市伏見区深草西浦町3丁目20-16,戸建て,キットde楽! 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0269,伊藤 浩,34.976584,135.811704,京都市山科区東野百拍子町1丁目31-5,戸建て,Lovyu 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0270,伊藤 香織,34.947171,135.814209,京都市山科区小野西浦2丁目14-8,戸建て,ベジミール,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0271,田中 幸子,34.942822,135.815706,京都市伏見区醍醐川久保町3丁目20-11 ファミール401号,集合住宅,プチママ 3人用,オートロック呼出後 玄関前,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0272,伊藤 和也,34.987705,135.808357,京都市山科区音羽前出町2丁目31-18,戸建て,プチママ 2人用,カーポート下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0273,斉藤 真由美,34.953345,135.808844,京都市伏見区石田大受町1丁目27-14,戸建て,定番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0274,伊藤 久美子,34.973728,135.811086,京都市山科区大宅細田町1丁目12-3 ベルメゾン303号,集合住宅,Lovyu 2人用,玄関前置き配,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0275,金子 麻衣,34.938705,135.809212,宇治市木幡内畑4丁目23-11 ファミール102号,集合住宅,プチママ 3人用,マンション集合宅配BOX,sample_apartment.jpg,時間指定なし,depot-kyoto-higashi,True
C0276,松本 修,34.970406,135.817316,京都市山科区勧修寺平田町2丁目31-18,戸建て,プチママ 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0277,木村 智子,34.928979,135.807458,宇治市六地蔵奈良町1丁目10-13,戸建て,定番 3人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0278,山口 友美,34.983739,135.815117,京都市山科区大宅細田町1丁目14-3,戸建て,プチママ 2人用,宅配ボックス,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0279,石井 明美,34.975178,135.814389,京都市山科区椥辻中在家町1丁目24-6,戸建て,キットde楽! 2人用,玄関前（鍵付きBOX）,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0280,中島 恵美,34.971775,135.814611,京都市山科区大宅神納町1丁目24-5,戸建て,ベジミール,勝手口横,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0281,岡本 久美子,34.972506,135.807654,京都市山科区西野今屋敷町3丁目7-15,戸建て,Lovyu 2人用,玄関前置き配,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0282,加藤 直樹,34.97375,135.806295,京都市山科区勧修寺東栗栖野町2丁目20-10,戸建て,定番 3人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
C0283,阿部 久美子,34.961981,135.809183,京都市伏見区石田森南町1丁目10-17,戸建て,定番 2人用,インターホン下,sample_house.jpg,時間指定なし,depot-kyoto-higashi,True
